Datum,Typ,Zone,Standort,Kurzbezeichnung,Parameter,Parametergruppe,Einheit,Bestimmungsgrenze_Nachweisgrenze,Messwert,Höchstwert,CleanedName,lat,lon
2023-05-22,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,Temperatur,Allgemeine Parameter,°C,,12.2,,Regensbergstr./Oberwiesen,,
2023-05-22,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,7.0,300.0,Regensbergstr./Oberwiesen,,
2023-05-22,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Regensbergstr./Oberwiesen,,
2023-05-22,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Regensbergstr./Oberwiesen,,
2023-05-22,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,Temperatur,Allgemeine Parameter,°C,,14.1,,Wehntalerstr./Furttalstr.,,
2023-05-22,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,8.0,300.0,Wehntalerstr./Furttalstr.,,
2023-05-22,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Wehntalerstr./Furttalstr.,,
2023-05-22,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Wehntalerstr./Furttalstr.,,
2023-05-22,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,Temperatur,Allgemeine Parameter,°C,,13.9,,Triemliplatz/Tramhaltestelle,,
2023-05-22,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,3.0,300.0,Triemliplatz/Tramhaltestelle,,
2023-05-22,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Triemliplatz/Tramhaltestelle,,
2023-05-22,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Triemliplatz/Tramhaltestelle,,
2023-05-22,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,Temperatur,Allgemeine Parameter,°C,,12.3,,Bachtobelstr./Panoramaweg,,
2023-05-22,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,5.0,300.0,Bachtobelstr./Panoramaweg,,
2023-05-22,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Bachtobelstr./Panoramaweg,,
2023-05-22,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Bachtobelstr./Panoramaweg,,
2023-05-22,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,Temperatur,Allgemeine Parameter,°C,,11.0,,vor Reservoir Frauental,,
2023-05-22,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,10.0,300.0,vor Reservoir Frauental,,
2023-05-22,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,vor Reservoir Frauental,,
2023-05-22,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,vor Reservoir Frauental,,
2023-05-22,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,Temperatur,Allgemeine Parameter,°C,,10.5,,Wässerlingweg,47.405448614554636,8.509547751193688
2023-05-22,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,12.0,300.0,Wässerlingweg,47.405448614554636,8.509547751193688
2023-05-22,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Wässerlingweg,47.405448614554636,8.509547751193688
2023-05-22,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Wässerlingweg,47.405448614554636,8.509547751193688
2023-05-22,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,Temperatur,Allgemeine Parameter,°C,,12.6,,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-05-22,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,4.0,300.0,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-05-22,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-05-22,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-05-22,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,Temperatur,Allgemeine Parameter,°C,,13.2,,Grosswiesenstr./Luchswiesenstr.,,
2023-05-22,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,32.0,300.0,Grosswiesenstr./Luchswiesenstr.,,
2023-05-22,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Grosswiesenstr./Luchswiesenstr.,,
2023-05-22,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Grosswiesenstr./Luchswiesenstr.,,
2023-05-22,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,Temperatur,Allgemeine Parameter,°C,,9.4,,Schacht Sonneggstr./Unterf. Haldenbach,,
2023-05-22,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,3.0,300.0,Schacht Sonneggstr./Unterf. Haldenbach,,
2023-05-22,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Schacht Sonneggstr./Unterf. Haldenbach,,
2023-05-22,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Schacht Sonneggstr./Unterf. Haldenbach,,
2023-06-05,Verteilnetz,Limmatzone,Pelikanplatz,B0018,Temperatur,Allgemeine Parameter,°C,,12.5,,Pelikanplatz,47.37155439721455,8.536100110319689
2023-06-05,Verteilnetz,Limmatzone,Pelikanplatz,B0018,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.0,,Pelikanplatz,47.37155439721455,8.536100110319689
2023-06-05,Verteilnetz,Limmatzone,Pelikanplatz,B0018,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,76761.0,,Pelikanplatz,47.37155439721455,8.536100110319689
2023-06-05,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,Temperatur,Allgemeine Parameter,°C,,11.5,,Stampfenbachstr./Walchestr.,,
2023-06-05,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.6,,Stampfenbachstr./Walchestr.,,
2023-06-05,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,78672.0,,Stampfenbachstr./Walchestr.,,
2023-06-05,Verteilnetz,Hangzone,im Mittelleimbach,B0117,Temperatur,Allgemeine Parameter,°C,,12.4,,im Mittelleimbach,47.32446909624018,8.514578883440315
2023-06-05,Verteilnetz,Hangzone,im Mittelleimbach,B0117,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.8,,im Mittelleimbach,47.32446909624018,8.514578883440315
2023-06-05,Verteilnetz,Hangzone,im Mittelleimbach,B0117,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,84822.0,,im Mittelleimbach,47.32446909624018,8.514578883440315
2023-06-05,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,Temperatur,Allgemeine Parameter,°C,,11.6,,Mythenquai/Bahnhof Wollishofen,,
2023-06-05,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.1,,Mythenquai/Bahnhof Wollishofen,,
2023-06-05,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,61139.0,,Mythenquai/Bahnhof Wollishofen,,
2023-06-05,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Temperatur,Allgemeine Parameter,°C,,9.7,,Seestrasse Bahnunterführung Wollishofen,,
2023-06-05,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.3,,Seestrasse Bahnunterführung Wollishofen,,
2023-06-05,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,62633.0,,Seestrasse Bahnunterführung Wollishofen,,
2023-06-05,Verteilnetz,Limmatzone,Idaplatz,B0192,Temperatur,Allgemeine Parameter,°C,,15.1,,Idaplatz,47.374204500000005,8.514670712159976
2023-06-05,Verteilnetz,Limmatzone,Idaplatz,B0192,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.6,,Idaplatz,47.374204500000005,8.514670712159976
2023-06-05,Verteilnetz,Limmatzone,Idaplatz,B0192,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,74317.0,,Idaplatz,47.374204500000005,8.514670712159976
2023-06-05,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,Temperatur,Allgemeine Parameter,°C,,13.7,,Uetlibergstr. Haltestelle Binz,,
2023-06-05,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.5,,Uetlibergstr. Haltestelle Binz,,
2023-06-05,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,70689.0,,Uetlibergstr. Haltestelle Binz,,
2023-06-05,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,Temperatur,Allgemeine Parameter,°C,,15.7,,Winterthurerstr./Langmauerstr.,,
2023-06-05,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.6,,Winterthurerstr./Langmauerstr.,,
2023-06-05,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,61756.0,,Winterthurerstr./Langmauerstr.,,
2023-06-05,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,Temperatur,Allgemeine Parameter,°C,,16.2,,Klusstr./Kluseggweg,,
2023-06-05,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.8,,Klusstr./Kluseggweg,,
2023-06-05,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,79278.0,,Klusstr./Kluseggweg,,
2023-06-05,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,Temperatur,Allgemeine Parameter,°C,,11.9,,Toblerplatz,47.37923802213228,8.559620256456398
2023-06-05,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,4.1,,Toblerplatz,47.37923802213228,8.559620256456398
2023-06-05,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,100733.0,,Toblerplatz,47.37923802213228,8.559620256456398
2023-06-05,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,Temperatur,Allgemeine Parameter,°C,,10.2,,Zürichbergstr. Endstation Tram 5,,
2023-06-05,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.1,,Zürichbergstr. Endstation Tram 5,,
2023-06-05,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,81461.0,,Zürichbergstr. Endstation Tram 5,,
2023-06-05,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,Temperatur,Allgemeine Parameter,°C,,12.7,,Witikonerstr./Berghaldenstr.,,
2023-06-05,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.8,,Witikonerstr./Berghaldenstr.,,
2023-06-05,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,98472.0,,Witikonerstr./Berghaldenstr.,,
2023-06-05,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,Temperatur,Allgemeine Parameter,°C,,12.2,,Seefeldstr./Badstr.,,
2023-06-05,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.5,,Seefeldstr./Badstr.,,
2023-06-05,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,72083.0,,Seefeldstr./Badstr.,,
2023-06-05,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,Temperatur,Allgemeine Parameter,°C,,11.1,,Lindenplatz 6,47.3875596,8.4854662
2023-06-05,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.4,,Lindenplatz 6,47.3875596,8.4854662
2023-06-05,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,59933.0,,Lindenplatz 6,47.3875596,8.4854662
2023-06-05,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,Temperatur,Allgemeine Parameter,°C,,13.9,,Hönggerstr./Röschibachstr.,,
2023-06-05,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.3,,Hönggerstr./Röschibachstr.,,
2023-06-05,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,70978.0,,Hönggerstr./Röschibachstr.,,
2023-06-05,Verteilnetz,Hangzone,Meierhofplatz,B0454,Temperatur,Allgemeine Parameter,°C,,13.8,,Meierhofplatz,47.40186135985623,8.499682911684374
2023-06-05,Verteilnetz,Hangzone,Meierhofplatz,B0454,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,0.9,,Meierhofplatz,47.40186135985623,8.499682911684374
2023-06-05,Verteilnetz,Hangzone,Meierhofplatz,B0454,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,37550.0,,Meierhofplatz,47.40186135985623,8.499682911684374
2023-06-05,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,Temperatur,Allgemeine Parameter,°C,,12.9,,Limmattalstr./Wartauweg,,
2023-06-05,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.6,,Limmattalstr./Wartauweg,,
2023-06-05,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,67233.0,,Limmattalstr./Wartauweg,,
2023-06-05,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,Temperatur,Allgemeine Parameter,°C,,16.5,,Schaffhauserstr. Endstation Tram 14,,
2023-06-05,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.2,,Schaffhauserstr. Endstation Tram 14,,
2023-06-05,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,43000.0,,Schaffhauserstr. Endstation Tram 14,,
2023-06-05,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,Temperatur,Allgemeine Parameter,°C,,14.4,,Regensbergstr./Oberwiesen,,
2023-06-05,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.3,,Regensbergstr./Oberwiesen,,
2023-06-05,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,45594.0,,Regensbergstr./Oberwiesen,,
2023-06-05,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,Temperatur,Allgemeine Parameter,°C,,16.7,,Wehntalerstr./Furttalstr.,,
2023-06-05,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.3,,Wehntalerstr./Furttalstr.,,
2023-06-05,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,39489.0,,Wehntalerstr./Furttalstr.,,
2023-06-05,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,Temperatur,Allgemeine Parameter,°C,,16.3,,Triemliplatz/Tramhaltestelle,,
2023-06-05,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.5,,Triemliplatz/Tramhaltestelle,,
2023-06-05,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,79578.0,,Triemliplatz/Tramhaltestelle,,
2023-06-05,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,Temperatur,Allgemeine Parameter,°C,,14.1,,Bachtobelstr./Panoramaweg,,
2023-06-05,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.7,,Bachtobelstr./Panoramaweg,,
2023-06-05,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,88089.0,,Bachtobelstr./Panoramaweg,,
2023-06-05,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,Temperatur,Allgemeine Parameter,°C,,12.8,,vor Reservoir Frauental,,
2023-06-05,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.1,,vor Reservoir Frauental,,
2023-06-05,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,77800.0,,vor Reservoir Frauental,,
2023-06-05,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,Temperatur,Allgemeine Parameter,°C,,12.6,,Wässerlingweg,47.405448614554636,8.509547751193688
2023-06-05,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,0.8,,Wässerlingweg,47.405448614554636,8.509547751193688
2023-06-05,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,26522.0,,Wässerlingweg,47.405448614554636,8.509547751193688
2023-06-05,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,Temperatur,Allgemeine Parameter,°C,,15.0,,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-06-05,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.9,,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-06-05,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,63911.0,,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-06-05,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,Temperatur,Allgemeine Parameter,°C,,15.4,,Grosswiesenstr./Luchswiesenstr.,,
2023-06-05,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.8,,Grosswiesenstr./Luchswiesenstr.,,
2023-06-05,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,48844.0,,Grosswiesenstr./Luchswiesenstr.,,
2023-06-05,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,Temperatur,Allgemeine Parameter,°C,,10.6,,Schacht Sonneggstr./Unterf. Haldenbach,,
2023-06-05,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.6,,Schacht Sonneggstr./Unterf. Haldenbach,,
2023-06-05,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,76433.0,,Schacht Sonneggstr./Unterf. Haldenbach,,
2023-06-12,Verteilnetz,Limmatzone,Pelikanplatz,B0018,Temperatur,Allgemeine Parameter,°C,,11.7,,Pelikanplatz,47.37155439721455,8.536100110319689
2023-06-12,Verteilnetz,Limmatzone,Pelikanplatz,B0018,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,5.0,300.0,Pelikanplatz,47.37155439721455,8.536100110319689
2023-06-12,Verteilnetz,Limmatzone,Pelikanplatz,B0018,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Pelikanplatz,47.37155439721455,8.536100110319689
2023-06-12,Verteilnetz,Limmatzone,Pelikanplatz,B0018,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Pelikanplatz,47.37155439721455,8.536100110319689
2023-06-12,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,Temperatur,Allgemeine Parameter,°C,,9.9,,Stampfenbachstr./Walchestr.,,
2023-06-12,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,,300.0,Stampfenbachstr./Walchestr.,,
2023-06-12,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Stampfenbachstr./Walchestr.,,
2023-06-12,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Stampfenbachstr./Walchestr.,,
2023-06-12,Verteilnetz,Hangzone,im Mittelleimbach,B0117,Temperatur,Allgemeine Parameter,°C,,11.4,,im Mittelleimbach,47.32446909624018,8.514578883440315
2023-06-12,Verteilnetz,Hangzone,im Mittelleimbach,B0117,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,11.0,300.0,im Mittelleimbach,47.32446909624018,8.514578883440315
2023-06-12,Verteilnetz,Hangzone,im Mittelleimbach,B0117,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,im Mittelleimbach,47.32446909624018,8.514578883440315
2023-06-12,Verteilnetz,Hangzone,im Mittelleimbach,B0117,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,im Mittelleimbach,47.32446909624018,8.514578883440315
2023-06-12,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,Temperatur,Allgemeine Parameter,°C,,9.8,,Mythenquai/Bahnhof Wollishofen,,
2023-06-12,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,300.0,Mythenquai/Bahnhof Wollishofen,,
2023-06-12,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Mythenquai/Bahnhof Wollishofen,,
2023-06-12,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Mythenquai/Bahnhof Wollishofen,,
2023-06-12,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Temperatur,Allgemeine Parameter,°C,,9.1,,Seestrasse Bahnunterführung Wollishofen,,
2023-06-12,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,,300.0,Seestrasse Bahnunterführung Wollishofen,,
2023-06-12,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Seestrasse Bahnunterführung Wollishofen,,
2023-06-12,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Seestrasse Bahnunterführung Wollishofen,,
