Datum,Typ,Zone,Standort,Kurzbezeichnung,Parameter,Parametergruppe,Einheit,Bestimmungsgrenze_Nachweisgrenze,Messwert,Höchstwert,CleanedName,lat,lon
2023-05-15,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,70050.0,,Mythenquai/Bahnhof Wollishofen,,
2023-05-15,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Temperatur,Allgemeine Parameter,°C,,9.1,,Seestrasse Bahnunterführung Wollishofen,,
2023-05-15,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.2,,Seestrasse Bahnunterführung Wollishofen,,
2023-05-15,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,75150.0,,Seestrasse Bahnunterführung Wollishofen,,
2023-05-15,Verteilnetz,Limmatzone,Idaplatz,B0192,Temperatur,Allgemeine Parameter,°C,,12.7,,Idaplatz,47.374204500000005,8.514670712159976
2023-05-15,Verteilnetz,Limmatzone,Idaplatz,B0192,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.3,,Idaplatz,47.374204500000005,8.514670712159976
2023-05-15,Verteilnetz,Limmatzone,Idaplatz,B0192,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,79300.0,,Idaplatz,47.374204500000005,8.514670712159976
2023-05-15,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,Temperatur,Allgemeine Parameter,°C,,10.8,,Uetlibergstr. Haltestelle Binz,,
2023-05-15,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.9,,Uetlibergstr. Haltestelle Binz,,
2023-05-15,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,68211.0,,Uetlibergstr. Haltestelle Binz,,
2023-05-15,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,Temperatur,Allgemeine Parameter,°C,,13.7,,Winterthurerstr./Langmauerstr.,,
2023-05-15,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.7,,Winterthurerstr./Langmauerstr.,,
2023-05-15,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,51550.0,,Winterthurerstr./Langmauerstr.,,
2023-05-15,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,Temperatur,Allgemeine Parameter,°C,,13.6,,Klusstr./Kluseggweg,,
2023-05-15,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.5,,Klusstr./Kluseggweg,,
2023-05-15,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,67872.0,,Klusstr./Kluseggweg,,
2023-05-15,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,Temperatur,Allgemeine Parameter,°C,,10.8,,Toblerplatz,47.37923802213228,8.559620256456398
2023-05-15,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.7,,Toblerplatz,47.37923802213228,8.559620256456398
2023-05-15,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,91683.0,,Toblerplatz,47.37923802213228,8.559620256456398
2023-05-15,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,Temperatur,Allgemeine Parameter,°C,,10.0,,Zürichbergstr. Endstation Tram 5,,
2023-05-15,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.4,,Zürichbergstr. Endstation Tram 5,,
2023-05-15,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,79739.0,,Zürichbergstr. Endstation Tram 5,,
2023-05-15,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,Temperatur,Allgemeine Parameter,°C,,10.6,,Witikonerstr./Berghaldenstr.,,
2023-05-15,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.3,,Witikonerstr./Berghaldenstr.,,
2023-05-15,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,93328.0,,Witikonerstr./Berghaldenstr.,,
2023-05-15,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,Temperatur,Allgemeine Parameter,°C,,10.3,,Seefeldstr./Badstr.,,
2023-05-15,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.5,,Seefeldstr./Badstr.,,
2023-05-15,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,75572.0,,Seefeldstr./Badstr.,,
2023-05-15,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,Temperatur,Allgemeine Parameter,°C,,9.7,,Lindenplatz 6,47.3875596,8.4854662
2023-05-15,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.5,,Lindenplatz 6,47.3875596,8.4854662
2023-05-15,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,78172.0,,Lindenplatz 6,47.3875596,8.4854662
2023-05-15,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,Temperatur,Allgemeine Parameter,°C,,12.1,,Hönggerstr./Röschibachstr.,,
2023-05-15,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.7,,Hönggerstr./Röschibachstr.,,
2023-05-15,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,79133.0,,Hönggerstr./Röschibachstr.,,
2023-05-15,Verteilnetz,Hangzone,Meierhofplatz,B0454,Temperatur,Allgemeine Parameter,°C,,12.0,,Meierhofplatz,47.40186135985623,8.499682911684374
2023-05-15,Verteilnetz,Hangzone,Meierhofplatz,B0454,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.4,,Meierhofplatz,47.40186135985623,8.499682911684374
2023-05-15,Verteilnetz,Hangzone,Meierhofplatz,B0454,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,55733.0,,Meierhofplatz,47.40186135985623,8.499682911684374
2023-05-15,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,Temperatur,Allgemeine Parameter,°C,,10.6,,Limmattalstr./Wartauweg,,
2023-05-15,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.8,,Limmattalstr./Wartauweg,,
2023-05-15,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,75039.0,,Limmattalstr./Wartauweg,,
2023-05-15,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,Temperatur,Allgemeine Parameter,°C,,13.6,,Schaffhauserstr. Endstation Tram 14,,
2023-05-15,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.8,,Schaffhauserstr. Endstation Tram 14,,
2023-05-15,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,58394.0,,Schaffhauserstr. Endstation Tram 14,,
2023-05-15,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,Temperatur,Allgemeine Parameter,°C,,12.2,,Regensbergstr./Oberwiesen,,
2023-05-15,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.7,,Regensbergstr./Oberwiesen,,
2023-05-15,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,60922.0,,Regensbergstr./Oberwiesen,,
2023-05-15,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,Temperatur,Allgemeine Parameter,°C,,13.9,,Wehntalerstr./Furttalstr.,,
2023-05-15,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.0,,Wehntalerstr./Furttalstr.,,
2023-05-15,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,60972.0,,Wehntalerstr./Furttalstr.,,
2023-05-15,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,Temperatur,Allgemeine Parameter,°C,,13.8,,Triemliplatz/Tramhaltestelle,,
2023-05-15,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.1,,Triemliplatz/Tramhaltestelle,,
2023-05-15,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,83817.0,,Triemliplatz/Tramhaltestelle,,
2023-05-15,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,Temperatur,Allgemeine Parameter,°C,,12.1,,Bachtobelstr./Panoramaweg,,
2023-05-15,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.3,,Bachtobelstr./Panoramaweg,,
2023-05-15,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,92822.0,,Bachtobelstr./Panoramaweg,,
2023-05-15,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,Temperatur,Allgemeine Parameter,°C,,10.9,,vor Reservoir Frauental,,
2023-05-15,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.4,,vor Reservoir Frauental,,
2023-05-15,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,88961.0,,vor Reservoir Frauental,,
2023-05-15,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,Temperatur,Allgemeine Parameter,°C,,10.9,,Wässerlingweg,47.405448614554636,8.509547751193688
2023-05-15,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.4,,Wässerlingweg,47.405448614554636,8.509547751193688
2023-05-15,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,50072.0,,Wässerlingweg,47.405448614554636,8.509547751193688
2023-05-15,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,Temperatur,Allgemeine Parameter,°C,,12.2,,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-05-15,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.3,,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-05-15,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,84372.0,,Grundstrasse 20,47.385198200000005,8.49875065747418
2023-05-15,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,Temperatur,Allgemeine Parameter,°C,,13.5,,Grosswiesenstr./Luchswiesenstr.,,
2023-05-15,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.9,,Grosswiesenstr./Luchswiesenstr.,,
2023-05-15,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,57317.0,,Grosswiesenstr./Luchswiesenstr.,,
2023-05-15,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,Temperatur,Allgemeine Parameter,°C,,9.4,,Schacht Sonneggstr./Unterf. Haldenbach,,
2023-05-15,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.3,,Schacht Sonneggstr./Unterf. Haldenbach,,
2023-05-15,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,78428.0,,Schacht Sonneggstr./Unterf. Haldenbach,,
2023-05-22,Verteilnetz,Limmatzone,Pelikanplatz,B0018,Temperatur,Allgemeine Parameter,°C,,10.6,,Pelikanplatz,47.37155439721455,8.536100110319689
2023-05-22,Verteilnetz,Limmatzone,Pelikanplatz,B0018,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,4.0,300.0,Pelikanplatz,47.37155439721455,8.536100110319689
2023-05-22,Verteilnetz,Limmatzone,Pelikanplatz,B0018,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Pelikanplatz,47.37155439721455,8.536100110319689
2023-05-22,Verteilnetz,Limmatzone,Pelikanplatz,B0018,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Pelikanplatz,47.37155439721455,8.536100110319689
2023-05-22,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,Temperatur,Allgemeine Parameter,°C,,9.7,,Stampfenbachstr./Walchestr.,,
2023-05-22,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,6.0,300.0,Stampfenbachstr./Walchestr.,,
2023-05-22,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Stampfenbachstr./Walchestr.,,
2023-05-22,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Stampfenbachstr./Walchestr.,,
2023-05-22,Verteilnetz,Hangzone,im Mittelleimbach,B0117,Temperatur,Allgemeine Parameter,°C,,11.7,,im Mittelleimbach,47.32446909624018,8.514578883440315
2023-05-22,Verteilnetz,Hangzone,im Mittelleimbach,B0117,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,8.0,300.0,im Mittelleimbach,47.32446909624018,8.514578883440315
2023-05-22,Verteilnetz,Hangzone,im Mittelleimbach,B0117,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,im Mittelleimbach,47.32446909624018,8.514578883440315
2023-05-22,Verteilnetz,Hangzone,im Mittelleimbach,B0117,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,im Mittelleimbach,47.32446909624018,8.514578883440315
2023-05-22,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,Temperatur,Allgemeine Parameter,°C,,9.7,,Mythenquai/Bahnhof Wollishofen,,
2023-05-22,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,1.0,300.0,Mythenquai/Bahnhof Wollishofen,,
2023-05-22,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Mythenquai/Bahnhof Wollishofen,,
2023-05-22,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Mythenquai/Bahnhof Wollishofen,,
2023-05-22,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Temperatur,Allgemeine Parameter,°C,,8.6,,Seestrasse Bahnunterführung Wollishofen,,
2023-05-22,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,300.0,Seestrasse Bahnunterführung Wollishofen,,
2023-05-22,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Seestrasse Bahnunterführung Wollishofen,,
2023-05-22,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Seestrasse Bahnunterführung Wollishofen,,
2023-05-22,Verteilnetz,Limmatzone,Idaplatz,B0192,Temperatur,Allgemeine Parameter,°C,,12.8,,Idaplatz,47.374204500000005,8.514670712159976
2023-05-22,Verteilnetz,Limmatzone,Idaplatz,B0192,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,3.0,300.0,Idaplatz,47.374204500000005,8.514670712159976
2023-05-22,Verteilnetz,Limmatzone,Idaplatz,B0192,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Idaplatz,47.374204500000005,8.514670712159976
2023-05-22,Verteilnetz,Limmatzone,Idaplatz,B0192,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Idaplatz,47.374204500000005,8.514670712159976
2023-05-22,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,Temperatur,Allgemeine Parameter,°C,,10.8,,Uetlibergstr. Haltestelle Binz,,
2023-05-22,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,4.0,300.0,Uetlibergstr. Haltestelle Binz,,
2023-05-22,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Uetlibergstr. Haltestelle Binz,,
2023-05-22,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Uetlibergstr. Haltestelle Binz,,
2023-05-22,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,Temperatur,Allgemeine Parameter,°C,,13.3,,Winterthurerstr./Langmauerstr.,,
2023-05-22,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,7.0,300.0,Winterthurerstr./Langmauerstr.,,
2023-05-22,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Winterthurerstr./Langmauerstr.,,
2023-05-22,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Winterthurerstr./Langmauerstr.,,
2023-05-22,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,Temperatur,Allgemeine Parameter,°C,,13.6,,Klusstr./Kluseggweg,,
2023-05-22,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,3.0,300.0,Klusstr./Kluseggweg,,
2023-05-22,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Klusstr./Kluseggweg,,
2023-05-22,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Klusstr./Kluseggweg,,
2023-05-22,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,Temperatur,Allgemeine Parameter,°C,,10.9,,Toblerplatz,47.37923802213228,8.559620256456398
2023-05-22,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,22.0,300.0,Toblerplatz,47.37923802213228,8.559620256456398
2023-05-22,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Toblerplatz,47.37923802213228,8.559620256456398
2023-05-22,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Toblerplatz,47.37923802213228,8.559620256456398
2023-05-22,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,Temperatur,Allgemeine Parameter,°C,,10.3,,Zürichbergstr. Endstation Tram 5,,
2023-05-22,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,9.0,300.0,Zürichbergstr. Endstation Tram 5,,
2023-05-22,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Zürichbergstr. Endstation Tram 5,,
2023-05-22,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Zürichbergstr. Endstation Tram 5,,
2023-05-22,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,Temperatur,Allgemeine Parameter,°C,,11.5,,Witikonerstr./Berghaldenstr.,,
2023-05-22,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,9.0,300.0,Witikonerstr./Berghaldenstr.,,
2023-05-22,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Witikonerstr./Berghaldenstr.,,
2023-05-22,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Witikonerstr./Berghaldenstr.,,
2023-05-22,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,Temperatur,Allgemeine Parameter,°C,,10.4,,Seefeldstr./Badstr.,,
2023-05-22,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,1.0,300.0,Seefeldstr./Badstr.,,
2023-05-22,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Seefeldstr./Badstr.,,
2023-05-22,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Seefeldstr./Badstr.,,
2023-05-22,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,Temperatur,Allgemeine Parameter,°C,,9.7,,Lindenplatz 6,47.3875596,8.4854662
2023-05-22,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,300.0,Lindenplatz 6,47.3875596,8.4854662
2023-05-22,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Lindenplatz 6,47.3875596,8.4854662
2023-05-22,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Lindenplatz 6,47.3875596,8.4854662
2023-05-22,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,39.0,300.0,Hönggerstr./Röschibachstr.,,
2023-05-22,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Hönggerstr./Röschibachstr.,,
2023-05-22,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Hönggerstr./Röschibachstr.,,
2023-05-22,Verteilnetz,Hangzone,Meierhofplatz,B0454,Temperatur,Allgemeine Parameter,°C,,12.1,,Meierhofplatz,47.40186135985623,8.499682911684374
2023-05-22,Verteilnetz,Hangzone,Meierhofplatz,B0454,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,8.0,300.0,Meierhofplatz,47.40186135985623,8.499682911684374
2023-05-22,Verteilnetz,Hangzone,Meierhofplatz,B0454,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Meierhofplatz,47.40186135985623,8.499682911684374
2023-05-22,Verteilnetz,Hangzone,Meierhofplatz,B0454,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Meierhofplatz,47.40186135985623,8.499682911684374
2023-05-22,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,Temperatur,Allgemeine Parameter,°C,,11.0,,Limmattalstr./Wartauweg,,
2023-05-22,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,20.0,300.0,Limmattalstr./Wartauweg,,
2023-05-22,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Limmattalstr./Wartauweg,,
2023-05-22,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Limmattalstr./Wartauweg,,
2023-05-22,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,Temperatur,Allgemeine Parameter,°C,,13.2,,Schaffhauserstr. Endstation Tram 14,,
2023-05-22,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,20.0,300.0,Schaffhauserstr. Endstation Tram 14,,
2023-05-22,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,E. coli,Biologische Parameter,KbE/100 mL,1.0,,0.0,Schaffhauserstr. Endstation Tram 14,,
2023-05-22,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Schaffhauserstr. Endstation Tram 14,,
